specialty,link,question,answer
Nephrology,https://www.maxhealthcare.in/our-specialities/nephrology/faqs,Are there any dietary changes required?,"While BPH is due to genetic and environmental factors, dietary changes may help reduce the risks of BPH:  A low fat, low salt, low carb diet with fiber.  5 or more servings vegetables/day  Foods that have significant amount of vitamin C & zinc  < or = 2 glasses of alcohol"
Nephrology,https://www.maxhealthcare.in/our-specialities/nephrology/faqs,What should be the Pre-surgery and Post-surgery instructions?,"Pre-Surgery: • Ask your doctor all your doubts prior to the surgery • If using insurance, confirm with your insurance provider and hospital the documents needed. • Nil by mouth (NBM) 12 hours before the procedure • Pre-anesthetic checkup (PAC) will be done Post-Surgery Depending on the type of surgery, the post-operative instructions differ • No solid food for 24 hours. Slow introduction of semi-solid meals for the next 2-3 days • You will have an IV in your hand and will be given antibiotics, analgesics to ease the pain"
Nephrology,https://www.maxhealthcare.in/our-specialities/nephrology/faqs,How frequent should I schedule my follow-ups?,"Depending on the disease & health status of the patient, your doctor might want to schedule follow up appointments. Ideally, you should follow up with your doctor once in 6 months."
Orthopedics,https://www.maxhealthcare.in/our-specialities/orthopedics/faqs,What should I carry for my first appointment?,"For your first visit, you should carry the following things: 1. A list of describing your symptoms in details (When, What, How Long). 2. Any recent (<1 year) medical investigations such as blood tests, X Rays, etc. 3. If you have any existing medical conditions, carry along your prescription and list of current medications you are taking. 4. Your insurance details or company ID in case the hospital is on your health panel."
Orthopedics,https://www.maxhealthcare.in/our-specialities/orthopedics/faqs,How common is arthritis and can it be prevented?,"Arthritis is one of the most common ailments seen in the country. This disease is difficult to control because it is caused primarily by increasing age and family history. However, one can reduce the risks of developing arthritis by exercising regularly and maintaining a healthy lifestyle."
Orthopedics,https://www.maxhealthcare.in/our-specialities/orthopedics/faqs,How can I diagnose myself for arthritis?,"While a proper diagnosis can only be given by a trained physician, there are symptoms that you can look out for that may be due to arthritis: 1. Joint pain (especially in the fingers, feet and knees) 2. Joint swelling 3. Fatigue 4. Joint redness and warmth 5. Joint deformity 6. Loss of range of motion of joints 7. Involvement of multiple joints 8. Loss of joint function 9. Joint stiffness 10. Limping 11. The joints on both sides are affected 12. Fever 13. Anemia If you notice any one or more of the above symptoms, consult your doctor immediately."
Orthopedics,https://www.maxhealthcare.in/our-specialities/orthopedics/faqs,Is arthritis genetic?,Primary osteoarthritis is a degenerative disorder due to ageing process. In some cases arthritis is an auto-immune disorder that develops due to genetic & environmental factors. While it is still unclear what is the exact cause of arthritis but you have a higher risk of developing arthritis if a close relative has arthritis.
Orthopedics,https://www.maxhealthcare.in/our-specialities/orthopedics/faqs,"""What precautions should I take while exercising if I have arthritis?""","Exercising is one of the best ways to manage arthritis as it helps in strengthening the muscles around the joint and prevents further progression. Low-impact exercises such as swimming & bicycling are ideal for arthritis where there is less pressure on the joints. If the joint is swollen or painful, rest an extra day and ice the swelling down. Wear supportive footwear and gear that decreases the impact on hips, ankles and knees. Avoid using steps or any inclined plane instead use levelled surface The main objective is to be on a regular exercise schedule. Often patients end up doing exercise due to the pain. This leads to further decrease in the range of movements and stiffening, thereby worsening the condition"
Orthopedics,https://www.maxhealthcare.in/our-specialities/orthopedics/faqs,What treatment procedures are there for arthritis?,"As of now, there is no cure for arthritis. However, there are drugs and physical therapy regimen that helps with the pain and reduces the chances of further inflammation. According to the severity of your condition, your doctor may prescribe the following: 1. Drugs that reduce the pain: Painkillers such as paracetamol & NSAID’s (Non-Steroidal Anti-Inflammatory Drugs). Steroids may be given in injectable or tablet forms for a short period of a time. 2. DMARD’s (Disease Modifying Anti Rheumatic Drugs) & biological response modifiers are used to suppress the inflammatory agents of arthritis. 3. Physical therapy is an important aspect in the treatment of arthritis. Hydrotherapy, physiotherapy and occupational therapy helps in regaining your range of motion and doing daily household work with arthritis."
Orthopedics,https://www.maxhealthcare.in/our-specialities/orthopedics/faqs,How can I diagnose osteoporosis?,"While the diagnosis of osteoporosis can be only made by a trained physician after a physical examination and medical investigations, there are symptoms that point towards osteoporosis. Most people don’t know they have osteoporosis until their first bone fracture. However, patients complain of back pain, gradually loss of height, stooped posture and fractures of hip, spine or wrists may strongly suggest osteoporosis."
Orthopedics,https://www.maxhealthcare.in/our-specialities/orthopedics/faqs,"""Are there any natural ways of strengthening the bones?""","One can strengthen their bones in the following manner: 1. A balanced diet: Eat fresh, locally produced fruits and vegetables and try to avoid processed foods, refined sugars & white flour. Multi vitamin tablets should be considered to boost up the nutritional status 2. Exercise: Exercising helps in strengthening the muscles around the joints and delays bone loss. The key is to be regular and slowly increase your activity level. 3. Get adequate Vitamin D: Start your day soaking in the sun or take Vitamin D to reduce the risk of osteoporosis. 4. Decrease your stress levels as cortisol (stress hormone) has a detrimental effect on bones. Try mediation or join a hobby to decrease your stress levels. 5. Try avoiding acidic food and fizzy drinks to protect bone loss."
